,Pris,address,zipcode,m2,rooms
6400, 2.099.000, Kirsebærvænget 3,2800 Kongens Lyngby,61,2
6401, 2.798.000, Islevhusvej 83,2700 Brønshøj,96,4
6402, 950.000, Sølvgade 9 1 th ,8700 Horsens,58,3
6403, 3.495.000, Sydvestvej 25 st th ,2600 Glostrup,108,4
6404, 3.498.000, M.P. Bruuns Gade 26B,8000 Aarhus C,80,2
6405, 3.750.000, Søgårdsvej 52B,2820 Gentofte,84,3
6406, 1.845.000, Læssøegade 14,5000 Odense C,73,2
6407, 225.000, Nordborggade 29A 23 ,8000 Aarhus C,18,1
6408, 745.000, Færgevej 43A,6100 Haderslev,82,2
6409, 795.000, Allegade 9A,6100 Haderslev,74,3
6410, 1.995.000, Langelandsgade 110,8000 Aarhus C,49,2
6411, 588.000, Markedsgade 9B 1 ,8900 Randers C,52,2
6412, 1.395.000, Flindtsvej 1B,4600 Køge,29,2
6413, 3.995.000, Tage-Hansens Gade 1 5 ,8000 Aarhus C,137,5
6414, 1.299.000, Metavej 3E st th ,9000 Aalborg,87,3
6415, 1.549.000, Sønderport 1C ,8000 Aarhus C,41,2
6416, 1.650.000, Annasholmsgade 41,5000 Odense C,48,2
6417, 1.750.000, Scandiasporet 5C ,8930 Randers NØ,81,3
6418, 1.795.000, Lysbuen 7,8700 Horsens,81,2
6419, 2.025.000, Møldrupvej 2,9520 Skørping,98,2
6420, 2.075.000, Scandiasporet 5D,8930 Randers NØ,91,3
6421, 2.148.000, Strandkanten 30 ,6950 Ringkøbing,84,3
6422, 2.150.000, Lysbuen 7,8700 Horsens,81,2
6423, 2.198.000, Strandkanten 36 ,6950 Ringkøbing,84,3
6424, 2.298.000, Strandkanten 32 ,6950 Ringkøbing,106,4
6425, 2.298.000, Strandkanten 34,6950 Ringkøbing,106,4
6426, 2.298.000, Strandkanten 40,6950 Ringkøbing,93,4
6427, 2.348.000, Strandkanten 38 ,6950 Ringkøbing,106,4
6428, 2.348.000, Strandkanten 40,6950 Ringkøbing,106,4
6429, 2.375.000, Scandiasporet 5A ,8930 Randers NØ,113,4
6430, 2.375.000, Møldrupvej 2,9520 Skørping,112,2
6431, 2.375.000, Møldrupvej 2,9520 Skørping,125,3
6432, 2.470.000, Guldsmedestien 1,2990 Nivå,78,2
6433, 2.470.000, Guldsmedestien 3,2990 Nivå,79,2
6434, 2.470.000, Guldsmedestien 3,2990 Nivå,79,2
6435, 2.470.000, Guldsmedestien 3,2990 Nivå,78,2
6436, 2.470.000, Guldsmedestien 73,2990 Nivå,78,2
6437, 2.520.000, Guldsmedestien 1,2990 Nivå,79,2
6438, 2.520.000, Guldsmedestien 3,2990 Nivå,79,2
6439, 2.520.000, Guldsmedestien 73,2990 Nivå,79,2
6440, 2.520.000, Guldsmedestien 73,2990 Nivå,79,2
6441, 2.520.000, Guldsmedestien 73,2990 Nivå,79,2
6442, 2.570.000, Guldsmedestien 1,2990 Nivå,79,2
6443, 2.595.000, Lysbuen 7,8700 Horsens,100,3
6444, 2.625.000, Møldrupvej 2,9520 Skørping,131,2
6445, 2.625.000, Møldrupvej 2,9520 Skørping,135,3
6446, 2.625.000, Møldrupvej 2,9520 Skørping,136,3
6447, 2.648.000, Møldrupvej 2,9520 Skørping,138,3
6448, 2.675.000, Scandiasporet 5D,8930 Randers NØ,122,4
6449, 2.770.000, Guldsmedestien 1,2990 Nivå,95,3
6450, 2.770.000, Guldsmedestien 73,2990 Nivå,95,3
6451, 2.820.000, Guldsmedestien 3,2990 Nivå,95,3
6452, 2.925.000, Guldsmedestien 1,2990 Nivå,100,4
6453, 2.975.000, Guldsmedestien 73,2990 Nivå,100,4
6454, 3.045.000, Guldsmedestien 3,2990 Nivå,100,4
6455, 3.595.000, Julius Posselts Vej 3A,9400 Nørresundby,114,3
6456, 3.895.000, Gernersvej 9 ,3000 Helsingør,111,5
6457, 595.000, Nygade 1C,4900 Nakskov,172,4
6458, 625.000, Kronprinsensgade 34,6700 Esbjerg,32,1
6459, 995.000, Voldgade 12,8700 Horsens,76,3
6460, 1.245.000, Bagsværd Hovedgade 99,2880 Bagsværd,36,1
6461, 1.398.000, Bredgade 14B,8740 Brædstrup,97,3
6462, 2.800.000, Guldsmedestien 73,2990 Nivå,95,3
6463, 2.800.000, Guldsmedestien 1,2990 Nivå,95,3
6464, 2.845.000, Tranegårdsvej 54,2900 Hellerup,60,2
6465, 3.598.000, Esther Aggebos Gade 48,8000 Aarhus C,71,2
6466, 675.000, Tyreengen 2,4220 Korsør,78,3
6467, 2.195.000, Landlystvej 57A 1 tv ,2650 Hvidovre,54,2
6468, 2.495.000, Hibiscusvej 72,5200 Odense V,104,4
6469, 2.595.000, Julius Posselts Vej 3A 13 7 ,9400 Nørresundby,83,2
6470, 3.395.000, Gammel Havn 7,9000 Aalborg,103,3
6471, 1.350.000, Taastrup Have 26,2630 Taastrup,42,1
6472, 575.000, Rugårdsvej 59B ,5000 Odense C,120,1
6473, 1.345.000, Hougårdsvej 50,8220 Brabrand,58,2
6474, 1.895.000, Sct. Michaels Gade 9,6000 Kolding,100,3
6475, 475.000, Anemonevej 23,8930 Randers NØ,63,3
6476, 1.098.000, Randersvej 47A ,8680 Ry,53,2
6477, 3.445.000, Robert Jacobsens Vej 78 7 3 ,2300 København S,63,2
6478, 1.495.000, Exnersgade 51,6700 Esbjerg,103,5
6479, 1.890.000, Hobrovej 58,9000 Aalborg,97,4
6480, 2.159.500, Lyngborghave 2B,3460 Birkerød,72,3
6481, 2.550.000, Sommerstedgade 15,1718 København V,49,2
6482, 2.595.000, Østergade 13A,7800 Skive,185,4
6483, 1.200.000, Tannisbugtvej 49 2.,9881 Bindslev,72,3
6484, 1.495.000, Sct. Mogens Gade 22,8800 Viborg,83,3
6485, 2.700.000, Bifaldet 17,4000 Roskilde,77,3
6486, 5.900.000, Taarbæk Strandvej 95,2930 Klampenborg,92,3
6487, 875.000, Vestergade 34C,6800 Varde,73,2
6488, 2.495.000, Mikkelborg Park 7,2970 Hørsholm,68,2
6489, 2.595.000, Julius Posselts Vej 3A 13 1 ,9400 Nørresundby,83,2
6490, 3.495.000, Julius Posselts Vej 3A 14 4 ,9400 Nørresundby,114,3
6491, 3.795.000, Julius Posselts Vej 3A 17 3 ,9400 Nørresundby,114,3
6492, 3.845.000, Jenny Kammersgaards Vej 5,8700 Horsens,120,4
6493, 3.995.000, Hjortholmsvej 1B ,9990 Skagen,97,3
6494, 1.398.000, Buddingevej 260,2860 Søborg,36,1
6495, 1.795.000, Havnegade 4,3790 Hasle,150,4
6496, 345.000, Møllevej 14A,7830 Vinderup,73,3
6497, 2.995.000, Dybbølsgade 38,1721 København V,40,2
6498, 3.285.000, Jernbanegade 3,3480 Fredensborg,89,2
6499, 1.875.000, Engdalsvej 73A,8220 Brabrand,84,3
6500, 3.498.000, Skt. Nicolaus Gade 3,8000 Aarhus C,75,2
6501, 11.750.000, Niels Hemmingsens Gade 32A,1153 København K,234,4
6502, 1.348.000, Dr. Holsts Vej 36,8230 Åbyhøj,47,2
6503, 1.795.000, Filstedvej 12,9000 Aalborg,123,5
6504, 2.795.000, Ordrup Jagtvej 42A,2920 Charlottenlund,65,2
6505, 850.000, Frederik 3.s Vej 17,7000 Fredericia,66,2
6506, 995.000, Kværkebyvej 54 st ,4100 Ringsted,169,2
6507, 1.375.000, Gl Færgevej 5,7600 Struer,137,5
6508, 2.245.000, Jens Baggesens Vej 98,8200 Aarhus N,86,3
6509, 2.648.000, Emiliehøj 12,8270 Højbjerg,117,4
6510, 2.799.000, Saksen D 4,2630 Taastrup,120,4
6511, 2.895.000, Julius Posselts Vej 3A 7 4 ,9400 Nørresundby,114,3
6512, 3.150.000, Amerikavej 3B,1756 København V,52,2
6513, 595.000, Calvinsvej 62,7000 Fredericia,55,2
6514, 2.095.000, Sallingvej 68,2720 Vanløse,64,2
6515, 2.395.000, Ringstedgade 50,4000 Roskilde,86,4
6516, 3.750.000, Dunkerquegade 32,2150 Nordhavn,54,2
6517, 3.999.000, Dunkerquegade 32,2150 Nordhavn,66,2
6518, 4.499.000, Dunkerquegade 32,2150 Nordhavn,67,2
6519, 4.499.000, Dunkerquegade 32,2150 Nordhavn,66,2
6520, 4.499.000, Dunkerquegade 32,2150 Nordhavn,65,2
6521, 4.699.000, Dunkerquegade 32,2150 Nordhavn,64,2
6522, 4.699.000, Dunkerquegade 32,2150 Nordhavn,66,2
6523, 4.699.000, Dunkerquegade 32,2150 Nordhavn,65,2
6524, 4.799.000, Dunkerquegade 32,2150 Nordhavn,65,2
6525, 4.799.000, Dunkerquegade 32,2150 Nordhavn,65,2
6526, 4.899.000, Dunkerquegade 32,2150 Nordhavn,66,2
6527, 5.050.000, Dunkerquegade 24,2150 Nordhavn,74,2
6528, 5.999.000, Dunkerquegade 22,2150 Nordhavn,88,2
6529, 6.199.000, Dunkerquegade 17,2150 Nordhavn,90,3
6530, 6.999.000, Dunkerquegade 20,2150 Nordhavn,97,3
6531, 7.399.000, Dunkerquegade 20,2150 Nordhavn,90,3
6532, 8.750.000, Dunkerquegade 13,2150 Nordhavn,91,3
6533, 395.000, Mølletoften 18,8940 Randers SV,39,1
6534, 395.000, Olfert Fischers Vej 21C ,9900 Frederikshavn,69,2
6535, 4.195.000, Farum Hovedgade 71A,3520 Farum,137,2
6536, 5.495.000, Nørgaardsvej 29K,2800 Kongens Lyngby,75,2
6537, 7.499.000, Dunkerquegade 37,2150 Nordhavn,113,4
6538, 595.000, Jyllandsgade 12,7800 Skive,70,2
6539, 895.000, Tinghøjvej 17,8370 Hadsten,75,3
6540, 1.145.000, Mathiesensvej 37,4220 Korsør,120,4
6541, 1.245.000, Lindholmsvej 6,9400 Nørresundby,65,2
6542, 1.395.000, Helgolandsgade 29B st ,7500 Holstebro,97,4
6543, 5.600.000, Trangravsvej 37,1436 København K,56,2
6544, 2.770.000, Klostervej 24A,5000 Odense C,95,3
6545, 5.695.000, Brogade 8B,4600 Køge,100,3
6546, 7.950.000, Havneholmen 42,1561 København V,106,3
6547, 10.250.000, Faksegade 7,2100 København Ø,137,5
6548, 2.195.000, Folehaven 92 1 tv ,2500 Valby,57,2
6549, 1.874.000, Solvænget 1,3000 Helsingør,61,3
6550, 1.995.000, Vesterbro 50,9000 Aalborg,104,3
6551, 2.500.000, Nordre Park 7,5700 Svendborg,91,3
6552, 3.000.000, Nordre Park 3,5700 Svendborg,103,3
6553, 3.000.000, Nordre Park 7,5700 Svendborg,103,4
6554, 3.000.000, Nordre Park 3,5700 Svendborg,96,3
6555, 3.500.000, Nordre Park 7,5700 Svendborg,140,4
6556, 3.648.000, Frederiks Allé 75A,8000 Aarhus C,82,3
6557, 3.995.000, Fredensvej 73 3 ,2920 Charlottenlund,80,3
6558, 2.095.000, Blåfuglestræde 32,2640 Hedehusene,67,2
6559, 2.295.000, Blåfuglestræde 32,2640 Hedehusene,75,2
6560, 2.675.000, Blåfuglestræde 32,2640 Hedehusene,87,3
6561, 2.675.000, Blåfuglestræde 32,2640 Hedehusene,86,3
6562, 2.695.000, Cikoriegade 44,2640 Hedehusene,94,3
6563, 2.695.000, Cikoriegade 44,2640 Hedehusene,89,3
6564, 2.695.000, Cikoriegade 46,2640 Hedehusene,89,3
6565, 2.695.000, Cikoriegade 44,2640 Hedehusene,91,3
6566, 2.695.000, Cikoriegade 46,2640 Hedehusene,94,3
6567, 2.725.000, Blåfuglestræde 32,2640 Hedehusene,87,3
6568, 2.725.000, Blåfuglestræde 32,2640 Hedehusene,87,3
6569, 2.725.000, Blåfuglestræde 32,2640 Hedehusene,86,3
6570, 2.745.000, Cikoriegade 44,2640 Hedehusene,89,3
6571, 2.745.000, Cikoriegade 46,2640 Hedehusene,89,3
6572, 2.875.000, Blåfuglestræde 32,2640 Hedehusene,86,3
6573, 2.975.000, Blåfuglestræde 32,2640 Hedehusene,86,3
6574, 2.995.000, Blåfuglestræde 32,2640 Hedehusene,100,4
6575, 3.045.000, Blåfuglestræde 32,2640 Hedehusene,100,4
6576, 3.045.000, Cikoriegade 44,2640 Hedehusene,105,4
6577, 3.095.000, Blåfuglestræde 32,2640 Hedehusene,100,4
6578, 3.175.000, Blåfuglestræde 32,2640 Hedehusene,100,4
6579, 3.195.000, Cikoriegade 44,2640 Hedehusene,105,4
6580, 3.200.000, Orangerierne blok 4 3V,3500 Værløse,75,2
6581, 3.295.000, Blåfuglestræde 32,2640 Hedehusene,100,4
6582, 3.650.000, Orangerierne blok 2 - 3V Stue B,3500 Værløse,84,2
6583, 4.500.000, Orangerierne blok 4 - 4V stue,3500 Værløse,117,2
6584, 4.598.000, Nørregade 38,8000 Aarhus C,153,3
6585, 5.250.000, Orangerierne blok 3 - Rækkehus B,3500 Værløse,141,2
6586, 5.250.000, Orangerierne blok 4 - Rækkehus B,3500 Værløse,141,4
6587, 5.300.000, Orangerierne blok 2 - Rækkehus C,3500 Værløse,139,4
6588, 1.150.000, Jyllandsgade 5,8700 Horsens,81,3
6589, 1.795.000, Bredegade 4,4200 Slagelse,105,3
6590, 665.000, Kalkværksvej 16,9900 Frederikshavn,71,2
6591, 1.445.000, Snerlevej 3 st tv ,9000 Aalborg,79,3
6592, 4.195.000, C.F. Møllers Allé 18,2300 København S,99,3
6593, 1.095.000, Kiddesvej 18B,7100 Vejle,50,2
6594, 1.450.000, Buddingevej 190,2860 Søborg,45,2
6595, 1.495.000, Lotusvej 14,5250 Odense SV,91,3
6596, 1.998.000, Vestervang 7,8000 Aarhus C,73,2
6597, 3.000.000, Nordre Park 1,5700 Svendborg,98,3
6598, 4.895.000, Strandbjerg 4B,2960 Rungsted Kyst,106,3
6599, 5.495.000, Haraldsgade 85,2100 København Ø,94,5
6600, 5.950.000, Otte Ruds Vej 2,5700 Svendborg,171,4
6601, 6.495.000, Strandvejen 98E,3070 Snekkersten,124,3
6602, 1.095.000, Nørregade 22A,6100 Haderslev,143,4
6603, 2.395.000, Ribersgade 2,8700 Horsens,134,4
6604, 3.595.000, Havnen 10,4700 Næstved,184,6
6605, 895.000, Havepladsvej 176,7000 Fredericia,82,3
6606, 1.150.000, Vestergade 1,9500 Hobro,108,3
6607, 1.795.000, Fredsvænget 1,3000 Helsingør,76,3
6608, 4.250.000, Dunkerquegade 23,2150 Nordhavn,73,2
6609, 4.295.000, Teglgårdstræde 16,1452 København K,78,3
6610, 6.499.000, Dunkerquegade 37,2150 Nordhavn,113,4
6611, 6.499.000, Dunkerquegade 23,2150 Nordhavn,95,3
6612, 6.799.000, Dunkerquegade 23,2150 Nordhavn,92,3
6613, 6.999.000, Dunkerquegade 37,2150 Nordhavn,113,4
6614, 6.999.000, Dunkerquegade 37,2150 Nordhavn,113,4
6615, 8.750.000, Dunkerquegade 37,2150 Nordhavn,128,3
6616, 9.499.000, Dunkerquegade 37,2150 Nordhavn,127,3
6617, 9.499.000, Dunkerquegade 23,2150 Nordhavn,92,3
6618, 9.750.000, Dunkerquegade 37,2150 Nordhavn,120,3
6619, 10.000.000, Dunkerquegade 37,2150 Nordhavn,113,4
6620, 2.845.000, Bagsværdvej 71A,2800 Kongens Lyngby,80,3
6621, 2.350.000, Sønderborgvej 3E ,8600 Silkeborg,107,3
6622, 3.495.000, Carlshøjvej 5,2800 Kongens Lyngby,83,3
6623, 3.495.000, Bymidten 31,9600 Aars,235,6
6624, 2.245.000, Teglgaardsvej 8A ,7100 Vejle,130,4
6625, 2.798.000, Spangsbjerggade 1A,6700 Esbjerg,120,4
6626, 5.495.000, Skindergade 42,1159 København K,86,2
6627, 4.195.000, Fredensgade 10,7400 Herning,151,3
6628, 12.500.000, Gammel Havn 7,9000 Aalborg,201,3
6629, 1.348.000, Lyngholmsvej 20,9200 Aalborg SV,68,2
6630, 1.798.000, Borgergade 24,9000 Aalborg,79,4
6631, 2.498.000, Marstrandsgade 34,8000 Aarhus C,68,3
6632, 1.598.000, Skanderborgvej 92,8000 Aarhus C,53,2
6633, 1.595.000, Langelandsgade 30,9000 Aalborg,61,2
6634, 2.850.000, Nordre Park 7,5700 Svendborg,103,3
6635, 2.895.000, Ordrupvej 70A,2920 Charlottenlund,70,2
6636, 3.000.000, Nordre Park 7,5700 Svendborg,91,3
6637, 3.000.000, Nordre Park 5,5700 Svendborg,96,3
6638, 3.000.000, Nordre Park 5,5700 Svendborg,96,3
6639, 3.000.000, Nordre Park 3,5700 Svendborg,96,3
6640, 3.250.000, Nordre Park 7,5700 Svendborg,142,4
6641, 2.695.000, Skåde Skovvej 45,8270 Højbjerg,91,2
6642, 1.345.000, Skelhøjvej 25B 1 tv ,2800 Kongens Lyngby,39,1
6643, 2.095.000, Sabroesvej 13B,3000 Helsingør,70,4
6644, 1.645.000, Annasholmsgade 14,5000 Odense C,68,2
6645, 2.095.000, Kærvænget 3,8800 Viborg,100,4
6646, 2.295.000, Holmegårdsvej 38,3400 Hillerød,71,2
6647, 4.995.000, Strandkvanen 10E,4600 Køge,128,3
6648, 770.000, Rødkærvej 9,8471 Sabro,42,2
6649, 1.045.000, Rosenlundsgade 10,9000 Aalborg,42,2
6650, 1.195.000, Slotsgade 15B,6300 Gråsten,85,2
6651, 1.495.000, Rosenkildevej 5,5881 Skårup Fyn,227,7
6652, 2.799.000, Vestervang 23,8000 Aarhus C,72,2
6653, 6.400.000, Orangerierne blok 4 - Penthouse,3500 Værløse,166,2
6654, 8.495.000, Løngangstræde 21K ,1468 København K,127,3
6655, 5.150.000, Sortedam Dossering 41B,2200 København N,83,3
6656, 798.000, Lillesøvej 3,8660 Skanderborg,33,1
6657, 1.860.000, Gilleleje Hovedgade 41C,3250 Gilleleje,71,2
6658, 11.995.000, Korsørgade 29,2100 København Ø,151,5
6659, 895.000, Vesterbrogade 81B,7100 Vejle,74,4
6660, 2.495.000, Overdrevsvej 47,3390 Hundested,78,3
6661, 2.580.000, Tårnvej 91B,2610 Rødovre,74,3
6662, 2.995.000, Overdrevsvej 47,3390 Hundested,78,3
6663, 3.195.000, Farum Hovedgade 63,3520 Farum,112,4
6664, 3.198.000, Vestergade 1B,9300 Sæby,157,5
6665, 3.250.000, Mejerivej 8E ,2690 Karlslunde,155,4
6666, 655.000, Snerlevej 17,8930 Randers NØ,62,2
6667, 900.000, Aaby Sdr. Gade 2A ,9440 Aabybro,105,3
6668, 2.195.000, Vejlbovej 27,8600 Silkeborg,110,4
6669, 2.495.000, Mikkelborg Park 20,2970 Hørsholm,69,2
6670, 3.150.000, Gyngemose Parkvej 49 2 th ,2860 Søborg,87,4
6671, 1.725.000, Hougårdsvej 38,8220 Brabrand,74,3
6672, 3.250.000, Prinsessegade 4A,1422 København K,49,2
6673, 865.000, Højtoftegade 12,8940 Randers SV,81,2
6674, 1.795.000, Hadsundvej 5B ,9575 Terndrup,309,4
6675, 3.995.000, Absalonsgade 34,5000 Odense C,135,4
6676, 998.000, Ringen 50,6700 Esbjerg,59,2
6677, 1.198.000, Tørvebryggen 6,8900 Randers C,75,2
6678, 1.495.000, St. Blichers Gade 4A 1 ,7400 Herning,94,3
6679, 3.870.000, Ved Amagerport 12,2300 København S,68,2
6680, 5.995.000, Lipkesgade 5A,2100 København Ø,96,3
6681, 495.000, Hotel Skagen Strand,9990 Skagen,74,3
6682, 595.000, Hotel Skagen Strand,9990 Skagen,74,3
6683, 595.000, Hotel Skagen Strand,9990 Skagen,74,3
6684, 695.000, Hotel Skagen Strand,9990 Skagen,74,3
6685, 1.198.000, Danmarksgade 30 3 ,6700 Esbjerg,97,2
6686, 1.295.000, Thuresensgade 9A 1 mf ,5000 Odense C,54,2
6687, 1.795.000, Vigerslevvej 254,2500 Valby,47,2
6688, 1.895.000, Østre Alle 13,9000 Aalborg,100,4
6689, 2.448.000, Christian Xs Vej 2,8260 Viby J,81,3
6690, 2.495.000, Slotsbakken 1C,6400 Sønderborg,114,3
6691, 2.895.000, Dyrehavevej 2,3400 Hillerød,114,4
6692, 8.650.000, Højskolevej 14,2960 Rungsted Kyst,220,7
6693, 12.500.000, Stokhusgade 4B,1317 København K,130,4
6694, 495.000, Tørvebryggen 4,8900 Randers C,53,2
6695, 1.875.000, Strandparken 6,7600 Struer,133,4
6696, 2.345.000, Kollegievej 2B,9000 Aalborg,94,3
6697, 2.495.000, Kollegievej 2B,9000 Aalborg,101,3
6698, 1.995.000, Strandvejen 14 7 ,9492 Blokhus,84,3
6699, 795.000, Dømmestrupvej 20E ,5792 Årslev,57,2
6700, 895.000, Solbakkevej 23A,4760 Vordingborg,82,3
6701, 1.999.000, Spaden C 3,2630 Taastrup,85,3
6702, 2.195.000, Alleen 7D ,4180 Sorø,176,5
6703, 2.260.000, Tøjhushavevej 36,8900 Randers C,91,3
6704, 2.360.000, Tøjhushavevej 36,8900 Randers C,91,3
6705, 4.495.000, Dronningens Tværgade 6B,1302 København K,73,2
6706, 825.000, Rindsvej 38,8920 Randers NV,84,2
6707, 1.295.000, Skolevej 2A,9280 Storvorde,143,5
6708, 1.660.000, Tøjhushavevej 36,8900 Randers C,64,3
6709, 5.500.000, Sundby Parkvej 10,2300 København S,109,3
6710, 1.425.000, Annasholmsgade 19 ,5000 Odense C,81,2
6711, 3.350.000, Hvide Hus Vej 3,8400 Ebeltoft,120,2
6712, 4.175.000, Christiansgade 32,8000 Aarhus C,103,3
6713, 6.195.000, Pilestræde 35F,1112 København K,119,3
6714, 2.249.000, Trygsvej 2F,8230 Åbyhøj,65,2
6715, 2.398.000, Kroghsgade 10,8000 Aarhus C,51,2
6716, 3.898.000, Nordøstpassagen 24,8700 Horsens,143,4
6717, 4.298.000, Nordøstpassagen 22,8700 Horsens,144,4
6718, 6.925.000, Eskildsgade 2,1657 København V,141,4
6719, 2.798.000, Thunøgade 54,8000 Aarhus C,79,3
6720, 495.000, Fjellerup Bygade 26B 1 ,8585 Glesborg,137,4
6721, 998.000, Vestergade 25B,6800 Varde,90,2
6722, 3.998.000, Nordøstpassagen 22,8700 Horsens,144,4
6723, 1.545.000, Zahnsgade 13,6000 Kolding,129,4
6724, 1.948.000, Jenny Kammersgaards Vej 5,8700 Horsens,74,2
6725, 1.795.000, Skt. Hans Gade 32,5000 Odense C,78,3
6726, 2.195.000, Vadgårdsvej 3,2860 Søborg,57,2
6727, 2.695.000, Strandvejen 23,7600 Struer,255,8
6728, 4.395.000, Øster Teglgårdsvej 31,8800 Viborg,128,4
6729, 4.795.000, Øster Teglgårdsvej 31,8800 Viborg,138,4
6730, 5.245.000, Hasserisvej 116A st ,9000 Aalborg,162,5
6731, 1.895.000, Solsortehaven 28 ,6100 Haderslev,75,2
6732, 1.895.000, Solsortehaven 38 ,6100 Haderslev,75,2
6733, 2.300.000, Solsortehaven 36 ,6100 Haderslev,100,3
6734, 2.300.000, Solsortehaven 34 ,6100 Haderslev,100,3
6735, 2.300.000, Solsortehaven 26 ,6100 Haderslev,100,3
6736, 2.300.000, Solsortehaven 24 ,6100 Haderslev,100,3
6737, 2.300.000, Solsortehaven 22 ,6100 Haderslev,100,3
6738, 2.550.000, Kongsvang Allé 22,8000 Aarhus C,81,3
6739, 7.995.000, Beddingen 11 1 11 ,9000 Aalborg,183,5
6740, 1.595.000, Mads Holms Vej 6,3000 Helsingør,64,2
6741, 495.000, Bøsbrovej 10,8940 Randers SV,59,2
6742, 2.795.000, Søagerparken 1,2670 Greve,81,3
6743, 3.345.000, Jernbaneplads 6,4300 Holbæk,191,5
6744, 125.000, Tranevej 108,9990 Skagen,74,3
6745, 3.395.000, Godthåbsvej 10,8600 Silkeborg,105,3
6746, 9.800.000, Havneøen 11,7100 Vejle,252,3
6747, 475.000, Dageløkke Marina 2C,5953 Tranekær,39,2
6748, 1.145.000, Fårevejle Kirkevej 7,4540 Fårevejle,93,4
6749, 2.775.000, Marius Simonsens Vej 1,8200 Aarhus N,81,3
6750, 2.350.000, Finderupvej 2E ,8000 Aarhus C,65,2
6751, 2.495.000, Hibiscusvej 108,5200 Odense V,96,4
6752, 2.495.000, Strandvejen 5,8400 Ebeltoft,118,2
6753, 4.098.000, Nordøstpassagen 24,8700 Horsens,125,3
6754, 4.245.000, Østre Stationsvej 41B,5000 Odense C,201,5
6755, 4.598.000, Nordøstpassagen 22,8700 Horsens,159,4
6756, 4.898.000, Nordøstpassagen 24,8700 Horsens,143,4
6757, 4.898.000, Nordøstpassagen 22,8700 Horsens,159,4
6758, 1.295.000, Olfert Fischers Gade 10,9000 Aalborg,60,2
6759, 1.295.000, Lindebo 25,2630 Taastrup,42,1
6760, 1.695.000, Hadsundvej 86G 1 th ,9000 Aalborg,88,4
6761, 8.000.000, Trangravsvej 53,1436 København K,78,2
6762, 8.500.000, Trangravsvej 53,1436 København K,85,2
6763, 8.600.000, Trangravsvej 53,1436 København K,85,2
6764, 995.000, Dalgasparken 10,7200 Grindsted,124,4
6765, 1.849.000, Vejlebrovej 96,2635 Ishøj,79,2
6766, 2.795.000, Dronningensgade 54,5000 Odense C,93,3
6767, 4.850.000, Nordtoftevej 2,3520 Farum,192,4
6768, 585.000, Elmevej 6,7600 Struer,109,4
6769, 1.049.000, Udsigten 26,6000 Kolding,68,2
6770, 1.925.000, Kantorvænget 8,8240 Risskov,71,2
6771, 2.995.000, Københavnsvej 14,3400 Hillerød,104,4
6772, 879.000, Platanvej 61,8930 Randers NØ,95,4
6773, 4.295.000, Otte Ruds Gade 108,8200 Aarhus N,115,3
6774, 5.795.000, Hejrevej 1B,2400 København NV,110,4
6775, 725.000, Solskinsvej 25,7730 Hanstholm,61,3
6776, 2.648.000, Annebergvej 63,9000 Aalborg,138,4
6777, 3.545.000, Promenaden 38,7000 Fredericia,125,3
6778, 3.545.000, Promenaden 46,7000 Fredericia,126,3
6779, 3.695.000, Promenaden 40,7000 Fredericia,125,3
6780, 3.875.000, Promenaden 37,7000 Fredericia,140,4
6781, 3.895.000, Promenaden 42,7000 Fredericia,125,3
6782, 4.075.000, Promenaden 44,7000 Fredericia,125,3
6783, 700.000, Fynsvej 79,6000 Kolding,65,2
6784, 3.695.000, Promenaden 48,7000 Fredericia,126,3
6785, 3.875.000, Promenaden 47,7000 Fredericia,140,4
6786, 975.000, Arkildsdal 154 1 ,9400 Nørresundby,61,2
6787, 1.395.000, Rosenørnsvej 49,5230 Odense M,53,2
6788, 2.000.000, Søtorvet 16,8600 Silkeborg,60,1
6789, 2.195.000, Promenaden 56,7000 Fredericia,81,2
6790, 2.295.000, Promenaden 53,7000 Fredericia,86,2
6791, 2.695.000, Promenaden 55,7000 Fredericia,103,2
6792, 2.750.000, Promenaden 54,7000 Fredericia,109,2
6793, 3.750.000, Søtorvet 16,8600 Silkeborg,111,3
6794, 3.895.000, Promenaden 50,7000 Fredericia,126,3
6795, 3.950.000, Søtorvet 16,8600 Silkeborg,111,3
6796, 3.995.000, Promenaden 49,7000 Fredericia,140,4
6797, 4.245.000, Promenaden 51,7000 Fredericia,140,4
6798, 6.250.000, Papirfabrikken 52,8600 Silkeborg,127,3
6799, 1.995.000, Aggersvoldvej 13,2700 Brønshøj,52,2
6800, 698.000, Mølletoften 18,8940 Randers SV,77,2
6801, 1.145.000, Gersdorffsgade 11A,8700 Horsens,51,2
6802, 1.795.000, Vesterbakken 11B ,8600 Silkeborg,87,2
6803, 2.195.000, Brøndbyvestervej 60B,2605 Brøndby,82,3
6804, 495.000, Snerlevej 19,8930 Randers NØ,62,3
6805, 695.000, Horsøvej 17,9500 Hobro,63,2
6806, 795.000, Adelgade 105A,4720 Præstø,55,2
6807, 9.500.000, Havneøen 8,7100 Vejle,290,5
6808, 1.048.000, Strubjerg 77,9400 Nørresundby,66,4
6809, 1.548.000, Nygårdsvej 29,6700 Esbjerg,70,2
6810, 1.995.000, Klokkeskovvej 15S,8260 Viby J,93,3
6811, 2.695.000, Marselis Boulevard 28,8000 Aarhus C,86,3
